key,databaseFilmTitle,FilmTitle,AlternateTitle,ARR_TitleArray,Year,Director,ARR_DirectorArray,Country,ARR_CountryArray,1952rank,1952votes,1962rank,1962votes,1972rank,1972votes,1982rank,1982votes,1992rank,1992votes,2002rank,2002votes,2012rank,2012votes,2022rank,2022votes
2262,Mississippi Masala,Mississippi Masala,,Mississippi Masala,1991,Mira Nair,Mira Nair,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
2263,Missy Elliott: The Rain (Supa Dupa Fly) [MV],Missy Elliott: The Rain (Supa Dupa Fly) [MV],,Missy Elliott: The Rain (Supa Dupa Fly) [MV],1997,Hype Williams,Hype Williams,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
2264,Misunderstood,Misunderstood,Incompreso,Misunderstood; Incompreso,1966,Luigi Comencini,Luigi Comencini,Italy,Italy,,0,,0,,0,,0,,0,,0,,0,1105,2
2265,Moana,Moana,Moana: A Story of the South Seas,Moana; Moana: A Story of the South Seas,1926,"Robert J. Flaherty, Frances H. Flaherty",Robert J. Flaherty; Frances H. Flaherty,United States,United States,83,1,47,2,,0,217,1,217,1,,0,,0,,0
2266,Model Shop,Model Shop,,Model Shop,1969,Jacques Demy,Jacques Demy,"France, United States",France; United States,,0,,0,,0,,0,,0,,0,,0,1652,1
2267,Modern Romance,Modern Romance,,Modern Romance,1981,Albert Brooks,Albert Brooks,United States,United States,,0,,0,,0,,0,,0,,0,899,1,1105,2
2268,Modern Times,Modern Times,,Modern Times,1936,Charlie Chaplin,Charlie Chaplin,United States,United States,83,1,47,2,54,3,22,7,62,4,36,6,63,24,78,35
2269,"Moi Ivan, toi Abraham","Moi Ivan, toi Abraham",,"Moi Ivan, toi Abraham",1993,Yolande Zauberman,Yolande Zauberman,"France, Belarus",France; Belarus,,0,,0,,0,,0,,0,,0,,0,1652,1
2270,"Moi, un noir","Moi, un noir",,"Moi, un noir",1958,Jean Rouch,Jean Rouch,"Ivory Coast, France",Ivory Coast; France,,0,,0,,0,,0,217,1,,0,449,3,668,4
2271,Moliére,Moliére,,Moliére,1978,Ariane Mnouchkine,Ariane Mnouchkine,France,France,,0,,0,,0,217,1,,0,,0,,0,,0
2272,Mon oncle,Mon oncle,,Mon oncle,1958,Jacques Tati,Jacques Tati,France,France,,0,,0,,0,,0,,0,,0,899,1,320,9
2273,Monkey Business (1931),Monkey Business,,Monkey Business,1931,Norman Z. McLeod,Norman Z. McLeod,United States,United States,,0,,0,,0,,0,,0,,0,,0,1105,2
2274,Monkey Business (1952),Monkey Business,,Monkey Business,1952,Howard Hawks,Howard Hawks,United States,United States,,0,,0,,0,,0,,0,,0,,0,1105,2
2275,"Monkeyshines, No. 1","Monkeyshines, No. 1",,"Monkeyshines, No. 1",1890,"William K.L. Dickson, William Heise",William K.L. Dickson; William Heise,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
2276,Monologue,Monologue,Anantharam,Monologue; Anantharam,1987,Adoor Gopalakrishnan,Adoor Gopalakrishnan,India,India,,0,,0,,0,,0,,0,,0,,0,1652,1
2277,Monsieur Hulot's Holiday,Monsieur Hulot's Holiday,Les vacances de Monsieur Hulot,Monsieur Hulot's Holiday; Les vacances de Monsieur Hulot,1953,Jacques Tati,Jacques Tati,France,France,,0,77,1,87,2,,0,217,1,131,2,597,2,846,3
2278,Monsieur Verdoux,Monsieur Verdoux,,Monsieur Verdoux,1947,Charlie Chaplin,Charlie Chaplin,United States,United States,16,8,18,8,54,3,56,4,41,5,131,2,323,5,668,4
2279,Monsoon Wedding,Monsoon Wedding,,Monsoon Wedding,2001,Mira Nair,Mira Nair,"India, United States",India; United States,,0,,0,,0,,0,,0,,0,,0,462,6
2280,"Monsters, Inc.","Monsters, Inc.",,"Monsters, Inc.",2001,"Pete Docter, Lee Unkrich, David Silverman",Pete Docter; Lee Unkrich; David Silverman,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
2281,Monty Python and the Holy Grail,Monty Python and the Holy Grail,,Monty Python and the Holy Grail,1975,"Terry Gilliam, Terry Jones",Terry Gilliam; Terry Jones,United Kingdom,United Kingdom,,0,,0,,0,,0,,0,,0,,0,1105,2
2282,Monty Python's Life of Brian,Monty Python's Life of Brian,,Monty Python's Life of Brian,1979,Terry Jones,Terry Jones,United Kingdom,United Kingdom,,0,,0,,0,,0,,0,227,1,899,1,846,3
2283,Monty Python's The Meaning of Life,Monty Python's The Meaning of Life,,Monty Python's The Meaning of Life,1983,Terry Jones,Terry Jones,United Kingdom,United Kingdom,,0,,0,,0,,0,217,1,,0,,0,,0
2284,Moolaadé,Moolaadé,,Moolaadé,2004,Ousmane Sembène,Ousmane Sembène,"Burkina Faso, Cameroon",Burkina Faso; Cameroon,,0,,0,,0,,0,,0,,0,899,1,1652,1
2285,Moon's Pool,Moon's Pool,,Moon's Pool,1973,Gunvor Nelson,Gunvor Nelson,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
2286,Moonfleet,Moonfleet,,Moonfleet,1955,Fritz Lang,Fritz Lang,United States,United States,,0,,0,,0,217,1,,0,,0,449,3,846,3
2287,Moonlight,Moonlight,,Moonlight,2016,Barry Jenkins,Barry Jenkins,United States,United States,,0,,0,,0,,0,,0,,0,,0,60,42
2288,Moonrise,Moonrise,,Moonrise,1948,Frank Borzage,Frank Borzage,United States,United States,,0,,0,,0,217,1,,0,,0,,0,,0
2289,Moonrise Kingdom,Moonrise Kingdom,,Moonrise Kingdom,2012,Wes Anderson,Wes Anderson,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
2290,Moonstruck,Moonstruck,,Moonstruck,1987,Norman Jewison,Norman Jewison,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
2291,Morocco,Morocco,,Morocco,1930,Josef von Sternberg,Josef von Sternberg,United States,United States,,0,,0,,0,217,1,,0,,0,597,2,668,4
2292,Morphine,Morphine,,Morphine,2008,Aleksey Balabanov,Aleksey Balabanov,Russia,Russia,,0,,0,,0,,0,,0,,0,,0,1652,1
2293,Morvern Callar,Morvern Callar,,Morvern Callar,2002,Lynne Ramsay,Lynne Ramsay,United Kingdom,United Kingdom,,0,,0,,0,,0,,0,,0,899,1,244,12
2294,Moses and Aaron,Moses and Aaron,Moses und Aron,Moses and Aaron; Moses und Aron,1975,"Danièle Huillet, Jean-Marie Straub",Danièle Huillet; Jean-Marie Straub,West Germany,West Germany,,0,,0,,0,,0,217,1,,0,899,1,1652,1
2295,Mother (1926),Mother,Mat,Mother; Mat,1926,Vsevolod Pudovkin,Vsevolod Pudovkin,Soviet Union,Soviet Union,55,2,47,2,87,2,,0,,0,,0,899,1,1652,1
2296,Mother (1952),Mother,Okaasan,Mother; Okaasan,1952,Mikio Naruse,Mikio Naruse,Japan,Japan,,0,,0,,0,,0,,0,,0,,0,1652,1
2297,Mother (2002),Mother,Mutter,Mother; Mutter,2002,Miklós Gimes,Miklós Gimes,Switzerland,Switzerland,,0,,0,,0,,0,,0,,0,,0,1652,1
2298,Mother (2009),Mother,Madeo,Mother; Madeo,2009,Bong Joon Ho,Bong Joon Ho,South Korea,South Korea,,0,,0,,0,,0,,0,,0,,0,668,4
2299,Mother and Son,Mother and Son,Mat i syn,Mother and Son; Mat i syn,1997,Aleksandr Sokurov,Aleksandr Sokurov,Russia,Russia,,0,,0,,0,,0,,0,,0,323,5,553,5
2300,Mother India,Mother India,Bharat Mata,Mother India; Bharat Mata,1957,Mahboob Khan,Mahboob Khan,India,India,,0,,0,,0,,0,217,1,,0,899,1,1105,2
2301,Mother Joan of the Angels,Mother Joan of the Angels,Matka Joanna od Aniołów,Mother Joan of the Angels; Matka Joanna od Aniołów,1961,Jerzy Kawalerowicz,Jerzy Kawalerowicz,Poland,Poland,,0,77,1,,0,,0,,0,227,1,899,1,1105,2
2302,Mother Krause's Journey to Happiness,Mother Krause's Journey to Happiness,Mutter Krausens Fahrt ins Glück,Mother Krause's Journey to Happiness; Mutter Krausens Fahrt ins Glück,1929,Phil Jutzi,Phil Jutzi,Germany,Germany,83,1,77,1,,0,217,1,,0,,0,,0,1652,1
2303,Mother Küsters Goes to Heaven,Mother Küsters Goes to Heaven,Mutter Küsters' Fahrt zum Himmel,Mother Küsters Goes to Heaven; Mutter Küsters' Fahrt zum Himmel,1975,Rainer Werner Fassbinder,Rainer Werner Fassbinder,West Germany,West Germany,,0,,0,,0,,0,,0,,0,,0,1105,2
2304,Mothlight,Mothlight,,Mothlight,1963,Stan Brakhage,Stan Brakhage,United States,United States,,0,,0,,0,,0,,0,,0,449,3,462,6
2305,Motion Painting No. 1,Motion Painting No. 1,,Motion Painting No. 1,1947,Oskar Fischinger,Oskar Fischinger,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
2306,Mouchette,Mouchette,,Mouchette,1967,Robert Bresson,Robert Bresson,France,France,,0,,0,18,7,80,3,,0,,0,117,14,244,12
2307,Moulin Rouge,Moulin Rouge,,Moulin Rouge,1952,John Huston,John Huston,United Kingdom,United Kingdom,,0,77,1,,0,217,1,,0,,0,,0,,0
2308,Moulin Rouge!,Moulin Rouge!,,Moulin Rouge!,2001,Baz Luhrmann,Baz Luhrmann,"Australia, United States",Australia; United States,,0,,0,,0,,0,,0,227,1,,0,668,4
2309,Mouth to Mouth,Mouth to Mouth,,Mouth to Mouth,1975,Theresa Hak Kyung Cha,Theresa Hak Kyung Cha,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
2310,Moving,Moving,Ohikkoshi,Moving; Ohikkoshi,1993,Shinji Sômai,Shinji Sômai,Japan,Japan,,0,,0,,0,,0,,0,,0,,0,1652,1
2311,Mr. & Mrs. '55,Mr. & Mrs. '55,,Mr. & Mrs. '55,1955,Guru Dutt,Guru Dutt,India,India,,0,,0,,0,,0,,0,,0,,0,1652,1
2312,Mr. & Mrs. Bridge,Mr. & Mrs. Bridge,,Mr. & Mrs. Bridge,1990,James Ivory,James Ivory,United States,United States,,0,,0,,0,,0,217,1,,0,,0,,0
2313,Mr. Arkadin,Mr. Arkadin,Confidential Report,Mr. Arkadin; Confidential Report,1955,Osron Welles,Osron Welles,"France, Spain, Switzerland",France; Spain; Switzerland,,0,77,1,,0,,0,217,1,,0,,0,,0
2314,Mr. Bachmann and His Class,Mr. Bachmann and His Class,Herr Bachmann und seine Klasse,Mr. Bachmann and His Class; Herr Bachmann und seine Klasse,2021,Maria Speth,Maria Speth,Germany,Germany,,0,,0,,0,,0,,0,,0,,0,1652,1
2315,Mr. Klein,Mr. Klein,Monsieur Klein,Mr. Klein; Monsieur Klein,1976,Joseph Losey,Joseph Losey,France,France,,0,,0,,0,,0,,0,,0,,0,668,4
2316,Mr. Smith Goes to Washington,Mr. Smith Goes to Washington,,Mr. Smith Goes to Washington,1939,Frank Capra,Frank Capra,United States,United States,,0,77,1,155,1,217,1,,0,,0,,0,,0
2317,Mr. Zwilling and Mrs. Zuckermann,Mr. Zwilling and Mrs. Zuckermann,Herr Zwilling und Frau Zuckermann,Mr. Zwilling and Mrs. Zuckermann; Herr Zwilling und Frau Zuckermann,1999,Volker Koepp,Volker Koepp,Germany,Germany,,0,,0,,0,,0,,0,,0,,0,1652,1
2318,"Muhammad Ali, The Greatest","Muhammad Ali, The Greatest",,"Muhammad Ali, The Greatest",1969,William Klein,William Klein,France,France,,0,,0,,0,,0,,0,,0,899,1,,0
2319,Mulholland Drive,Mulholland Drive,Mulholland Dr.,Mulholland Drive; Mulholland Dr.,2001,David Lynch,David Lynch,United States,United States,,0,,0,,0,,0,,0,,0,28,40,8,105
2320,Multiple Maniacs,Multiple Maniacs,,Multiple Maniacs,1970,John Waters,John Waters,United States,United States,,0,,0,,0,,0,,0,,0,,0,1105,2
2321,Multiple Sidosis,Multiple Sidosis,,Multiple Sidosis,1970,Sid Laverents,Sid Laverents,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
2322,Mumblecore,Mumblecore,,Mumblecore,2001,"Tao Lin, Megan Boyle",Tao Lin; Megan Boyle,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
2323,München-Berlin Wanderung,München-Berlin Wanderung,,München-Berlin Wanderung,1927,Oskar Fischinger,Oskar Fischinger,Germany,Germany,,0,,0,,0,,0,,0,,0,,0,1652,1
2324,Muppet Treasure Island,Muppet Treasure Island,,Muppet Treasure Island,1996,Brian Henson,Brian Henson,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
2325,"Muriel, or The Time of Return","Muriel, or The Time of Return",Muriel ou le Temps d'un retour,"Muriel, or The Time of Return; Muriel ou le Temps d'un retour",1963,Alain Resnais,Alain Resnais,France,France,,0,,0,54,3,80,3,217,1,,0,379,4,354,8
2326,Muriel's Wedding,Muriel's Wedding,,Muriel's Wedding,1994,P.J. Hogan,P.J. Hogan,Australia,Australia,,0,,0,,0,,0,,0,,0,,0,1652,1
2327,Murmur of the Heart,Murmur of the Heart,Le Souffle au cœur,Murmur of the Heart; Le Souffle au cœur,1971,Louis Malle,Louis Malle,France,France,,0,,0,,0,,0,,0,,0,899,1,,0
2328,Museum Hours,Museum Hours,,Museum Hours,2012,Jem Cohen,Jem Cohen,"Austria, United States",Austria; United States,,0,,0,,0,,0,,0,,0,,0,1652,1
2329,Mutiny on the Bounty,Mutiny on the Bounty,,Mutiny on the Bounty,1935,Frank Lloyd,Frank Lloyd,United States,United States,83,1,77,1,,0,,0,,0,,0,,0,,0
2330,My Ain Folk,My Ain Folk,,My Ain Folk,1973,Bill Douglas,Bill Douglas,United Kingdom,United Kingdom,,0,,0,,0,,0,217,1,,0,,0,,0
2331,My American Uncle,My American Uncle,Mon oncle d'Amérique,My American Uncle; Mon oncle d'Amérique,1980,Alain Resnais,Alain Resnais,France,France,,0,,0,,0,,0,,0,,0,899,1,,0
2332,My Apprenticeship,My Apprenticeship,,My Apprenticeship,1939,Mark Donskoy,Mark Donskoy,Soviet Union,Soviet Union,,0,77,1,,0,,0,,0,227,1,,0,1652,1
2333,My Beautiful Laundrette,My Beautiful Laundrette,,My Beautiful Laundrette,1985,Stephen Frears,Stephen Frears,United Kingdom,United Kingdom,,0,,0,,0,,0,,0,,0,,0,1105,2
2334,My Brilliant Career,My Brilliant Career,,My Brilliant Career,1979,Gillian Armstrong,Gillian Armstrong,Australia,Australia,,0,,0,,0,,0,,0,227,1,,0,1652,1
2335,My Brother's Wedding,My Brother's Wedding,,My Brother's Wedding,1983,Charles Burnett,Charles Burnett,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
2336,My Childhood,My Childhood,,My Childhood,1972,Bill Douglas,Bill Douglas,United Kingdom,United Kingdom,,0,,0,,0,217,1,217,1,,0,899,1,846,3
2337,"My Country, My Country","My Country, My Country",,"My Country, My Country",2006,Laura Poitras,Laura Poitras,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
2338,My Darling Clementine,My Darling Clementine,,My Darling Clementine,1946,John Ford,John Ford,United States,United States,,0,,0,32,4,33,6,41,5,131,2,234,7,244,12
2339,My Dinner with André,My Dinner with André,,My Dinner with André,1981,Louis Malle,Louis Malle,United States,United States,,0,,0,,0,,0,,0,,0,899,1,1652,1
2340,My Failing Eyesight,My Failing Eyesight,Rabun,My Failing Eyesight; Rabun,2003,Yasmin Ahmad,Yasmin Ahmad,Malaysia,Malaysia,,0,,0,,0,,0,,0,,0,,0,1652,1
2341,My Fair Lady,My Fair Lady,,My Fair Lady,1964,George Cukor,George Cukor,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
2342,My Father Was Right,My Father Was Right,Mon père avait raison,My Father Was Right; Mon père avait raison,1936,Sacha Guitry,Sacha Guitry,France,France,,0,,0,,0,,0,,0,227,1,,0,,0
2343,My Friend Ivan Lapshin,My Friend Ivan Lapshin,Moy drug Ivan Lapshin,My Friend Ivan Lapshin; Moy drug Ivan Lapshin,1985,Aleksei German,Aleksei German,Soviet Union,Soviet Union,,0,,0,,0,,0,,0,,0,449,3,1652,1
2344,My Friends,My Friends,Amici miei,My Friends; Amici miei,1975,Mario Monicelli,Mario Monicelli,Italy,Italy,,0,,0,,0,,0,,0,,0,,0,1652,1
2345,My Friends Part 2,My Friends Part 2,Amici mieie atto II,My Friends Part 2; Amici mieie atto II,1982,Mario Monicelli,Mario Monicelli,Italy,Italy,,0,,0,,0,,0,,0,,0,,0,1652,1
2346,My Hand Outstretched to the Winged Distance and Sightless Measure,My Hand Outstretched to the Winged Distance and Sightless Measure,,My Hand Outstretched to the Winged Distance and Sightless Measure,2005,Robert Beavers,Robert Beavers,"United States, Italy",United States; Italy,,0,,0,,0,,0,,0,,0,597,2,,0
2347,My Heart Is That Eternal Rose,My Heart Is That Eternal Rose,Sha shou hu die meng,My Heart Is That Eternal Rose; Sha shou hu die meng,1989,Patrick Tam,Patrick Tam,Hong Kong,Hong Kong,,0,,0,,0,,0,,0,,0,,0,1652,1
2348,My Homeland,My Homeland,Memleketim,My Homeland; Memleketim,1974,Yücel Çakmaklı,Yücel Çakmaklı,Turkey,Turkey,,0,,0,,0,217,1,,0,,0,,0,,0
2349,My Hustler,My Hustler,,My Hustler,1965,"Andy Warhol, Chuck Wein",Andy Warhol; Chuck Wein,United States,United States,,0,,0,87,2,,0,,0,,0,899,1,,0
2350,My Left Foot: The Story of Christy Brown,My Left Foot: The Story of Christy Brown,,My Left Foot: The Story of Christy Brown,1989,Jim Sheridan,Jim Sheridan,"Ireland, United Kingdom",Ireland; United Kingdom,,0,,0,,0,,0,,0,,0,,0,1652,1
2351,My Little Loves,My Little Loves,Mes petites amoureuses,My Little Loves; Mes petites amoureuses,1974,Jean Eustache,Jean Eustache,France,France,,0,,0,,0,,0,,0,,0,,0,846,3
2352,My Man Godfrey,My Man Godfrey,,My Man Godfrey,1939,Gregory La Cava,Gregory La Cava,United States,United States,,0,,0,,0,,0,,0,,0,597,2,,0
2353,My Mother's Castle,My Mother's Castle,Le château de ma mère,My Mother's Castle; Le château de ma mère,1990,Yves Robert,Yves Robert,France,France,,0,,0,,0,,0,217,1,,0,,0,,0
2354,My Mother's Smile,My Mother's Smile,L'ora di religione (Il sorriso di mia madre),My Mother's Smile; L'ora di religione (Il sorriso di mia madre),2002,Marco Bellocchio,Marco Bellocchio,Italy,Italy,,0,,0,,0,,0,,0,,0,899,1,,0
2355,My Name is Tonho,My Name is Tonho,Meu Nome é Tonho,My Name is Tonho; Meu Nome é Tonho,1969,Ozualdo Ribeiro Candeias,Ozualdo Ribeiro Candeias,Brazil,Brazil,,0,,0,,0,,0,,0,,0,,0,1652,1
2356,My Neighbor Totoro,My Neighbor Totoro,Tonari no Totoro,My Neighbor Totoro; Tonari no Totoro,1988,Hayao Miyazaki,Hayao Miyazaki,Japan,Japan,,0,,0,,0,,0,,0,131,2,154,11,72,37
2357,My Night at Maud's,My Night at Maud's,Ma nuit chez Maud,My Night at Maud's; Ma nuit chez Maud,1969,Éric Rohmer,Éric Rohmer,France,France,,0,,0,,0,217,1,217,1,227,1,282,6,354,8
2358,My Nights Are More Beautiful Than Your Days,My Nights Are More Beautiful Than Your Days,Mes nuits sont plus belles que vos jours,My Nights Are More Beautiful Than Your Days; Mes nuits sont plus belles que vos jours,1989,Andrzej Żuławski,Andrzej Żuławski,France,France,,0,,0,,0,,0,,0,,0,,0,1652,1
2359,My Own Private Idaho,My Own Private Idaho,,My Own Private Idaho,1991,Gus Van Sant,Gus Van Sant,United States,United States,,0,,0,,0,,0,,0,,0,597,2,1105,2
2360,"My Son, the Hero","My Son, the Hero",Los hermanos del heirro,"My Son, the Hero; Los hermanos del heirro",1961,Ismael Rodríguez,Ismael Rodríguez,Mexico,Mexico,,0,,0,,0,,0,,0,,0,,0,1652,1
2361,My Survival as an Aboriginal,My Survival as an Aboriginal,,My Survival as an Aboriginal,1979,Essie Coffey,Essie Coffey,Australia,Australia,,0,,0,,0,,0,,0,,0,,0,1652,1
2362,My Twentieth Century,My Twentieth Century,Az én XX. századom,My Twentieth Century; Az én XX. századom,1989,Ildikó Enyedi,Ildikó Enyedi,Hungary,Hungary,,0,,0,,0,,0,,0,,0,,0,462,6
2363,My Universities,My Universities,,My Universities,1940,Mark Donskoy,Mark Donskoy,Soviet Union,Soviet Union,,0,77,1,,0,,0,,0,,0,,0,,0
2364,My Winnipeg,My Winnipeg,,My Winnipeg,2007,Guy Maddin,Guy Maddin,Canada,Canada,,0,,0,,0,,0,,0,,0,899,1,,0
2365,Mysteries of Lisbon,Mysteries of Lisbon,Mistérios de Lisboa,Mysteries of Lisbon; Mistérios de Lisboa,2010,Raúl Ruiz,Raúl Ruiz,Portugal,Portugal,,0,,0,,0,,0,,0,,0,449,3,668,4
2366,Mysterious Mr. Moto,Mysterious Mr. Moto,,Mysterious Mr. Moto,1938,Norman Foster,Norman Foster,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
2367,Mysterious Object at Noon,Mysterious Object at Noon,Dokfa nai meuman,Mysterious Object at Noon; Dokfa nai meuman,2000,Apichatpong Weerasethakul,Apichatpong Weerasethakul,Thailand,Thailand,,0,,0,,0,,0,,0,,0,899,1,1105,2
2368,Mysterious Skin,Mysterious Skin,,Mysterious Skin,2004,Greg Araki,Greg Araki,United States,United States,,0,,0,,0,,0,,0,,0,,0,1105,2
2369,Mystery Train,Mystery Train,,Mystery Train,1989,Jim Jarmusch,Jim Jarmusch,United States,United States,,0,,0,,0,,0,,0,,0,899,1,,0
2370,Nahla,Nahla,,Nahla,1979,Farouk Beloufa,Farouk Beloufa,Algeria,Algeria,,0,,0,,0,217,1,,0,,0,,0,,0
2371,Naked,Naked,,Naked,1993,Mike Leigh,Mike Leigh,United Kingdom,United Kingdom,,0,,0,,0,,0,,0,,0,379,4,553,5
2372,Naked Childhood,Naked Childhood,L'enfance nue,Naked Childhood; L'enfance nue,1968,Maurice Pialat,Maurice Pialat,France,France,,0,,0,,0,,0,,0,227,1,597,2,846,3
2373,Naked Spaces: Living Is Round,Naked Spaces: Living Is Round,,Naked Spaces: Living Is Round,1985,T. Minh-ha Trinh,T. Minh-ha Trinh,United States,United States,,0,,0,,0,,0,,0,,0,,0,1105,2
2374,Nana (1926),Nana,,Nana,1926,Jean Renior,Jean Renior,France,France,,0,,0,,0,,0,,0,,0,899,1,,0
2375,Nana (2011),Nana,,Nana,2011,Valérie Massadian,Valérie Massadian,France,France,,0,,0,,0,,0,,0,,0,,0,1652,1
2376,Nanook of the North,Nanook of the North,,Nanook of the North,1922,Robert J. Flaherty,Robert J. Flaherty,United States,United States,55,2,47,2,155,1,217,1,217,1,227,1,379,4,462,6
2377,Napoléon,Napoléon,,Napoléon,1927,Abel Gance,Abel Gance,France,France,83,1,,0,,0,80,3,217,1,62,4,144,12,226,13
2378,Nargess,Nargess,,Nargess,1992,Rakhshan Bani-Etemad,Rakhshan Bani-Etemad,Iran,Iran,,0,,0,,0,,0,,0,,0,899,1,,0
2379,Narita: Heta Village,Narita: Heta Village,Sanrizuka: Heta buraku,Narita: Heta Village; Sanrizuka: Heta buraku,1973,Shinsuke Ogawa,Shinsuke Ogawa,Japan,Japan,,0,,0,,0,,0,,0,,0,899,1,1652,1
2380,Narita: Peasants of the Second Fortress,Narita: Peasants of the Second Fortress,Sanrizuka: Dainitoride no hitobito,Narita: Peasants of the Second Fortress; Sanrizuka: Dainitoride no hitobito,1971,Shinsuke Ogawa,Shinsuke Ogawa,Japan,Japan,,0,,0,,0,,0,217,1,,0,,0,1652,1
2381,Nashville,Nashville,,Nashville,1975,Robert Altman,Robert Altman,United States,United States,,0,,0,,0,33,6,41,5,62,4,73,22,114,27
2382,Nathalie Granger,Nathalie Granger,,Nathalie Granger,1972,Marguerite Duras,Marguerite Duras,France,France,,0,,0,,0,,0,,0,,0,,0,1652,1
2383,Natural Born Killers,Natural Born Killers,,Natural Born Killers,1994,Oliver Stone,Oliver Stone,United States,United States,,0,,0,,0,,0,,0,,0,899,1,,0
2384,Nausicaä of the Valley of the Wind,Nausicaä of the Valley of the Wind,Kaze no tano no Naushika,Nausicaä of the Valley of the Wind; Kaze no tano no Naushika,1984,Hayao Miyazaki,Hayao Miyazaki,Japan,Japan,,0,,0,,0,,0,,0,,0,899,1,1652,1
2385,Nazareno Cruz and the Wolf,Nazareno Cruz and the Wolf,Nazareno Cruz y el lobo,Nazareno Cruz and the Wolf; Nazareno Cruz y el lobo,1975,Leonardo Favio,Leonardo Favio,Argentina,Argentina,,0,,0,,0,,0,,0,,0,,0,668,4
2386,Nazarin,Nazarin,,Nazarin,1959,Luis Buñuel,Luis Buñuel,Mexico,Mexico,,0,20,7,32,4,130,2,,0,,0,899,1,1105,2
2387,Ne change rien,Ne change rien,,Ne change rien,2009,Pedro Costa,Pedro Costa,"France, Portugal",France; Portugal,,0,,0,,0,,0,,0,,0,899,1,,0
2388,Near Dark,Near Dark,,Near Dark,1987,Kathryn Bigelow,Kathryn Bigelow,United States,United States,,0,,0,,0,,0,131,2,,0,899,1,1105,2
2389,Near Death,Near Death,,Near Death,1989,Frederick Wiseman,Frederick Wiseman,United States,United States,,0,,0,,0,,0,217,1,,0,,0,1105,2
2390,Neighbors,Neighbors,,Neighbors,1920,"Buster Keaton, Edward F. Cline",Buster Keaton; Edward F. Cline,United States,United States,,0,77,1,,0,,0,,0,,0,,0,,0
2391,Neighbouring Sounds,Neighbouring Sounds,O Som ao Redor,Neighbouring Sounds; O Som ao Redor,2012,Kleber Mendonça Filho,Kleber Mendonça Filho,Brazil,Brazil,,0,,0,,0,,0,,0,,0,,0,1652,1
2392,Nekromantik,Nekromantik,,Nekromantik,1988,Jörg Buttgereit,Jörg Buttgereit,West Germany,West Germany,,0,,0,,0,,0,,0,,0,,0,1652,1
2393,Nelly & Monsieur Arnaud,Nelly & Monsieur Arnaud,Nelly et Monsieur Arnaud,Nelly & Monsieur Arnaud; Nelly et Monsieur Arnaud,1995,Claude Sautet,Claude Sautet,France,France,,0,,0,,0,,0,,0,,0,899,1,1652,1
2394,Nervous Translation,Nervous Translation,,Nervous Translation,2017,Shireen Seno,Shireen Seno,Philippines,Philippines,,0,,0,,0,,0,,0,,0,,0,1652,1
2395,Network,Network,,Network,1976,Sidney Lumet,Sidney Lumet,United States,United States,,0,,0,,0,,0,,0,,0,,0,1105,2
2396,Neurasia,Neurasia,,Neurasia,1969,Werner Schroeter,Werner Schroeter,West Germany,West Germany,,0,,0,155,1,,0,,0,,0,,0,,0
2397,Never Give a Sucker an Even Break,Never Give a Sucker an Even Break,,Never Give a Sucker an Even Break,1941,Edward F. Cline,Edward F. Cline,United States,United States,83,1,77,1,,0,,0,,0,,0,,0,,0
2398,Never Let Me Go,Never Let Me Go,,Never Let Me Go,2010,Mark Romanek,Mark Romanek,United Kingdom,United Kingdom,,0,,0,,0,,0,,0,,0,,0,1652,1
2399,Never Rarely Sometimes Always,Never Rarely Sometimes Always,,Never Rarely Sometimes Always,2020,Eliza Hittman,Eliza Hittman,"United States, United Kingdom",United States; United Kingdom,,0,,0,,0,,0,,0,,0,,0,1652,1
2400,"New Hyperion or Liberty, Equality, Brotherhood","New Hyperion or Liberty, Equality, Brotherhood","Nový Hyperion aneb Volnost, rovnost, bratrství","New Hyperion or Liberty, Equality, Brotherhood; Nový Hyperion aneb Volnost, rovnost, bratrství",1992,Karel Vachek,Karel Vachek,Czechoslovakia,Czechoslovakia,,0,,0,,0,,0,,0,,0,,0,1652,1
2401,New Order: The Perfect Kiss [MV],New Order: The Perfect Kiss [MV],,New Order: The Perfect Kiss [MV],1985,Jonathan Demme,Jonathan Demme,United Kingdom,United Kingdom,,0,,0,,0,,0,,0,,0,,0,1652,1
2402,New Rose Hotel,New Rose Hotel,,New Rose Hotel,1998,Abel Ferrara,Abel Ferrara,United States,United States,,0,,0,,0,,0,,0,,0,899,1,1652,1
